"","Outage_sec_perweek","Email","Contacts","Yearly_equip_failure","Tenure","MonthlyCharge","Item1","Item2","Item3","Item4","Item5","Item6","Item7","Item8","Churn_Yes","Techie_Yes","Port_modem_Yes","Tablet_Yes","InternetService_Fiber_Optic","InternetService_None","Phone_Yes","Multiple_Yes","OnlineSecurity_Yes","OnlineBackup_Yes","DeviceProtection_Yes","TechSupport_Yes","StreamingTV_Yes","StreamingMovies_Yes","PaperlessBilling_Yes","PaymentMethod_Credit_Card_(automatic)","PaymentMethod_Electronic_Check","PaymentMethod_Mailed_Check"
"835",7.102593738,11,2,0,18.02281027,169.992756,1,2,2,3,4,1,2,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0
"836",12.2679124,14,0,0,17.64373477,112.455141,4,3,2,3,3,3,3,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
"837",8.925221032,14,1,0,19.43430735,175.02109,7,6,6,4,4,5,6,5,0,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0
"838",11.43541645,16,4,0,2.60003549,104.962874,3,4,4,4,4,4,2,3,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
"839",12.45079876,12,1,0,17.4880629,149.992756,4,4,5,4,4,4,6,6,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0
"840",9.492638901,15,0,1,7.080759052,240.114868,4,3,4,4,2,4,2,2,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0
"841",7.94076683,12,1,0,9.808669685,182.446995,4,4,3,5,3,5,2,4,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1
"842",9.396558793,12,1,0,11.55805828,232.670689,4,4,3,4,3,3,5,2,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0
"843",9.171665689,12,0,0,6.910330858,229.993134,2,2,2,4,3,2,5,4,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0
"844",7.423334085,16,1,0,15.54691331,147.460067,2,4,3,4,5,2,3,3,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
"845",7.61600943,13,0,0,4.089399488,139.981577,4,4,4,3,2,5,4,3,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0
"846",17.94420077,12,0,1,2.314052799,192.470522,4,3,2,3,3,3,3,4,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
"847",8.929622575,13,1,0,12.94334524,149.944668,4,4,5,4,3,3,5,4,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
"848",11.90156254,13,0,0,7.843263617,192.440432,3,3,3,3,4,3,3,4,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0
"849",7.943538816,8,1,0,14.92730216,222.665436,3,3,3,4,4,3,3,3,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0
"850",10.63592827,14,0,0,4.071312509,192.470522,3,4,4,3,3,4,4,3,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1
"851",11.62131427,5,0,0,3.866527859,210.105118,4,3,3,3,4,3,2,3,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0
"852",11.92666547,8,0,0,1.897261446,227.475448,4,4,2,4,3,5,5,4,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0
"853",6.572112158,11,0,1,1.992846597,137.469817,5,5,3,4,4,5,4,4,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1
"854",7.637367057,9,1,0,1.665089598,129.976324,4,5,3,3,4,4,5,4,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1
"855",6.658362671,18,1,0,16.68190528,175.02109,5,5,5,3,4,5,5,4,1,0,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0
"856",8.913392702,11,1,0,12.77495667,207.609354,3,3,2,4,3,4,4,2,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0
"857",11.91525643,13,2,1,10.61383322,179.965581,2,1,2,4,5,2,4,3,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1
"858",18.0799042,19,1,0,1.45460211,192.440432,4,4,5,2,4,4,3,5,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0
"859",11.15167976,7,1,0,8.460086502,240.114868,3,3,4,4,3,3,4,4,1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
"860",10.29101591,18,1,1,10.12123118,162.482694,4,4,3,4,3,2,4,2,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0
"861",9.20355866,15,2,0,8.915680176,139.95684,4,4,3,3,3,4,4,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"862",6.172326327,17,0,0,9.300517617,257.651257,2,3,3,4,1,4,5,2,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1
"863",8.983435185,11,0,0,2.427380647,142.499263,5,4,5,2,5,4,4,4,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0
"864",11.41922534,8,0,0,23.27091932,152.455519,3,3,2,4,3,4,3,4,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1
"865",3.19378035,13,1,0,2.916144419,162.460772,6,6,4,3,4,4,4,5,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1
"866",9.622553575,15,2,1,11.45756486,127.478341,5,5,4,3,4,3,2,4,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1
"867",10.90971891,13,1,0,3.943033602,187.656013,3,3,3,3,4,4,2,3,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0
"868",7.493478513,14,0,0,8.926271021,159.964152,4,4,3,2,3,5,5,4,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0
"869",10.07234257,9,0,1,8.699764172,157.483594,5,4,5,4,2,4,4,4,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0
"870",5.980381113,15,0,0,7.897660605,137.439154,1,3,2,3,3,3,4,2,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0
"871",10.31682421,14,0,0,9.098041235,172.44408,4,4,4,4,5,5,5,2,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0
"872",8.911535445,13,0,0,2.355538593,200.146524,2,1,3,3,3,4,3,3,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0
"873",8.948441696,8,0,0,11.44810825,104.992311,5,6,4,2,3,5,5,3,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0
"874",9.170276294,12,0,0,17.78302494,175.133074,4,4,3,3,3,5,5,5,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0
"875",9.231958141,14,1,1,12.68609343,162.45383,3,4,4,2,4,3,4,3,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1
"876",12.3404636,12,0,0,18.55974516,174.988208,1,1,1,3,2,3,2,3,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1
"877",12.55644716,8,1,0,5.970269701,169.944668,3,1,3,5,3,2,3,4,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0
"878",11.43130499,11,0,0,7.208423897,217.470195,4,3,2,3,3,3,4,3,1,0,0,0,1,0,1,1,1,1,0,1,0,1,1,0,0,1
"879",3.258152314,11,0,0,2.593102097,124.993537,4,4,4,2,4,5,3,4,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0
"880",8.127926454,10,0,0,5.105265612,184.993915,3,4,2,4,3,4,2,3,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0
"881",10.57898048,14,1,3,7.363761345,127.442069,4,3,4,3,3,5,4,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
"882",14.08561195,11,0,0,11.07800251,194.988208,3,3,3,4,2,5,4,3,1,0,1,0,1,0,1,1,1,0,1,0,0,1,1,0,0,1
"883",3.500092565,11,1,0,1.738486682,182.465269,2,3,4,5,1,4,5,4,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0
"884",10.6510171,18,0,1,13.99605863,139.979239,3,2,3,3,5,2,2,2,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0
"885",6.863563999,12,2,0,3.195246168,144.960655,3,3,4,3,4,3,3,5,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0
"886",10.89909265,11,1,0,14.87053577,137.469817,4,5,4,6,2,5,4,3,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0
"887",9.013658897,12,0,1,7.521160625,182.460772,4,4,2,3,3,2,2,4,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0
"888",7.163430764,14,1,0,3.845852341,197.472533,4,4,3,3,3,3,4,3,1,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0
"889",10.50347629,16,1,1,2.731606393,157.469817,3,4,3,4,4,4,3,5,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1
"890",5.34790696,15,1,0,13.77689046,179.965581,1,1,2,4,3,2,3,4,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1
"891",9.39206185,14,3,1,4.448210386,104.962874,3,5,3,2,5,3,6,3,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
"892",5.259228749,10,1,0,4.753020774,245.128318,4,4,3,4,3,4,4,3,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0
"893",12.54222267,12,0,0,21.20445421,212.622804,5,6,5,5,2,6,5,5,1,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0
"894",9.368606843,14,0,1,1.548600048,242.628057,4,3,2,2,4,2,1,4,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,1,0
"895",11.33498823,12,1,1,3.508552886,220.132293,4,4,3,2,5,3,2,1,1,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0
"896",10.58651971,15,0,1,11.71117991,162.493654,3,3,4,2,4,3,2,3,1,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1
"897",9.885701354,5,0,1,4.589210527,95.005709,3,3,4,2,3,3,3,4,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1
"898",13.98169147,12,0,0,5.810822315,82.496547,4,4,4,3,4,2,3,4,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0
"899",6.977990294,12,0,0,4.882004458,127.474951,5,4,4,1,5,3,3,3,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
"900",8.901128259,16,1,0,8.284579203,184.971516,3,4,2,4,3,4,4,2,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0
"901",11.53924648,14,1,0,1.609325308,172.455519,3,4,3,4,4,3,3,5,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0
"902",12.84779981,12,2,1,25.55038197,200.165175,2,3,2,4,2,4,4,4,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0
"903",8.730183974,16,3,0,6.955766017,127.460067,3,4,2,5,5,3,3,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"904",13.47526316,9,2,0,20.31446952,137.439154,3,3,3,3,3,3,5,5,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
"905",9.306477855,14,2,1,5.045543619,220.114868,4,4,4,3,3,6,5,5,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0
"906",12.02079888,13,1,0,7.182441329,169.992756,4,3,4,4,3,3,3,4,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0
"907",11.71398312,11,0,1,4.509329959,192.440432,5,4,3,3,2,5,4,6,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0
"908",10.04784815,13,2,0,14.5222363,200.132293,4,3,2,3,4,5,4,4,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
"909",13.03933816,14,0,1,6.526670837,112.484375,4,4,4,4,4,3,3,4,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1
"910",9.96958238,15,0,0,11.82576277,152.488401,3,2,2,4,2,5,4,4,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,1,0,0
"911",7.372127002,13,0,0,2.552193205,127.473844,1,1,2,3,3,2,3,3,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"912",9.032429129,13,3,2,21.87100089,194.958118,3,4,3,3,3,4,3,5,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0
"913",12.2507651,13,0,0,14.98166868,242.61428,4,5,5,5,4,5,5,4,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0
"914",11.51744058,11,2,1,13.79138076,127.442069,5,4,3,2,3,3,2,4,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
"915",11.54247891,9,2,0,3.810228199,130.006414,3,4,2,2,6,3,4,5,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0,0
"916",6.159072244,10,1,0,3.060553536,152.495236,3,4,4,4,3,4,4,3,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1
"917",13.03330701,16,0,0,6.549842666,194.988208,4,4,3,4,3,3,3,3,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0
"918",13.78711309,14,2,0,9.373705128,147.442069,4,4,4,2,4,3,2,4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0
"919",10.38784781,8,1,2,1.019306038,162.468917,4,5,5,5,3,5,4,6,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1
"920",6.736876666,14,1,0,16.08388872,182.446995,4,5,5,4,3,5,5,3,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1
"921",8.792014962,12,1,0,12.95969924,245.145743,4,4,3,3,4,2,3,2,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0
"922",5.271292905,8,1,1,10.85865384,245.128318,4,4,4,3,4,3,2,4,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,1
"923",7.033849177,9,2,1,15.34839938,277.651257,3,3,3,3,3,4,3,4,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0
"924",13.24531173,18,2,0,5.705926395,152.457857,2,3,3,4,4,3,2,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0
"925",9.892901128,13,0,1,6.70301496,267.664655,4,2,3,3,3,4,2,4,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0
"926",13.34913229,10,1,0,1.030630574,147.442069,3,2,3,4,4,2,3,3,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
"927",7.83125489,17,0,0,6.735271694,149.944668,3,3,3,3,3,4,2,2,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1
"928",10.45355154,7,0,0,7.506056361,220.132293,2,3,2,3,2,2,3,4,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0
"929",5.80921457,13,0,0,20.51922799,139.983006,5,5,5,2,4,4,5,3,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0
"930",11.41757633,12,0,0,9.320973584,139.9678,5,5,5,2,3,3,5,5,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0
"931",11.05788928,15,0,1,6.289468375,149.959755,1,3,3,3,4,2,2,2,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0
"932",10.11721314,8,0,0,2.613920398,194.976769,4,3,4,2,5,3,2,2,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
"933",11.64173568,11,0,0,11.29271486,164.985293,4,5,3,3,3,5,3,5,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0
"934",11.30992672,8,0,1,15.02077659,127.495766,5,5,4,2,3,3,4,6,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
"935",7.219910689,8,1,0,4.759938908,194.974431,4,4,4,3,3,5,5,4,1,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0
"936",14.17602329,14,0,0,10.06145053,199.990219,4,3,3,4,3,5,5,4,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1
"937",8.11725589,9,0,0,16.37219797,184.967019,3,3,3,2,4,4,3,3,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0
"938",10.84404672,11,1,1,1.871917709,255.141716,3,4,4,4,3,3,3,4,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0
"939",7.583070893,8,1,0,16.75283806,159.947583,4,3,4,3,5,4,3,3,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1
"940",11.02448303,12,0,0,20.16532013,210.105118,3,4,3,4,4,3,3,4,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0
"941",14.5077828,13,1,0,3.663316236,127.511223,5,4,4,2,5,3,3,4,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1
"942",7.823397558,12,1,1,11.4488726,152.466002,4,4,4,4,3,5,3,3,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0
"943",7.065505359,10,1,0,8.315973557,169.944668,4,3,4,4,3,4,3,4,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0
"944",6.836041233,15,0,1,1.515290738,139.99789,3,4,4,3,2,4,5,5,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0
"945",6.802850752,11,0,1,10.68004106,154.975543,3,3,4,1,3,2,2,3,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0
"946",15.0321318,12,0,0,8.133269102,182.460772,4,4,4,3,4,4,3,4,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1
"947",7.276553998,10,1,0,1.789830613,204.963371,3,3,3,4,5,4,4,5,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0
"948",10.5336786,15,1,1,2.699998442,220.161527,4,3,4,5,2,5,3,5,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,0
"949",11.36888104,12,1,1,6.856207666,142.452604,4,4,4,2,3,3,5,5,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1
"950",7.446156322,15,2,0,6.027648047,154.991856,4,4,3,4,3,5,5,4,1,0,0,1,0,0,1,0,1,0,1,1,0,1,1,1,0,0
"951",10.7481104,14,1,1,9.490754438,149.970715,5,4,4,3,3,5,4,4,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0
"952",6.784802038,12,0,0,1.662826246,144.960655,3,4,4,2,3,2,4,3,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"953",6.462473731,7,2,0,8.406444381,220.161527,4,4,4,3,4,5,5,5,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0
"954",8.55142407,10,1,0,14.10031907,255.119794,5,4,4,3,6,4,4,3,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0
"955",6.3246769,14,0,1,14.93006551,107.48056,5,5,5,4,4,5,6,5,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0
"956",11.14280011,17,2,0,7.858862202,252.637807,5,4,4,4,5,4,5,3,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0
"957",10.58657312,16,1,0,8.482460246,152.455519,4,3,4,4,4,3,5,4,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0
"958",10.25266403,9,1,0,6.403155881,175.02109,3,3,4,4,3,5,4,4,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0
"959",7.789802026,10,1,0,8.785452901,202.636202,5,6,4,1,5,5,5,4,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0
"960",9.985414526,13,1,0,6.820250541,187.642236,1,2,3,5,4,2,2,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0
"961",9.777239043,8,1,0,3.319853958,290.160419,4,4,4,4,3,5,3,2,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1
"962",7.587447184,9,1,1,7.860641328,242.610632,4,4,4,3,5,3,3,2,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1
"963",10.38437058,16,0,1,5.402712746,137.468388,4,5,5,2,3,4,3,4,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0
"964",9.8699522,8,0,0,3.752354376,154.991856,3,4,4,6,2,4,4,3,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0
"965",16.75470959,10,0,0,11.32652677,194.966286,2,2,2,4,2,3,2,3,1,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0
"966",9.217002771,13,0,0,16.64092048,92.455141,3,3,3,4,4,3,3,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"967",9.75859429,12,0,1,1.042724425,184.961033,3,2,4,3,4,2,2,4,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0
"968",11.34236064,12,0,0,17.1001258,172.462354,3,3,5,3,5,3,3,4,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0
"969",9.415068375,12,1,1,2.779431223,112.455141,5,4,4,5,3,5,4,6,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
"970",10.65731963,10,0,1,15.12166154,149.99153,4,4,3,2,5,3,1,3,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1
"971",7.011648779,13,1,0,2.661325529,162.468917,3,4,3,4,3,4,3,3,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1
"972",8.349506731,13,2,0,5.118556082,127.473844,4,4,3,5,2,5,5,4,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0
"973",9.299310376,10,2,0,7.217041327,127.458638,2,1,3,3,4,3,3,3,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0
"974",12.84944852,6,1,0,2.693860703,240.114868,4,5,4,5,2,3,4,4,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1
"975",14.05990229,11,1,0,8.661116617,255.133571,3,3,1,3,4,3,3,2,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0
"976",17.60288873,9,0,1,23.68987753,202.649979,4,3,3,5,2,4,5,4,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1
"977",6.823241689,13,3,1,6.418130939,152.479779,4,4,4,5,3,3,4,4,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
"978",11.20443812,10,2,0,17.56134872,230.134352,3,3,3,3,3,4,3,4,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0
"979",10.73059843,18,1,0,2.095488213,247.664655,3,3,2,5,3,4,3,3,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0
"980",7.415363166,14,0,0,3.312263064,159.951231,3,4,4,5,2,4,4,4,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0
"981",8.735591454,14,2,1,6.766267697,207.638588,4,5,5,4,4,3,5,4,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0
"982",7.781912069,8,2,0,2.542844079,247.664655,2,2,4,4,5,2,2,5,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1
"983",10.0345016,14,0,2,1.796607335,207.475448,2,3,3,4,3,3,4,2,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0
"984",8.247672688,15,1,1,1.921647847,230.105118,4,5,4,4,5,3,4,4,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0
"985",6.672058888,14,2,0,9.273178876,207.609354,3,4,5,4,3,3,5,5,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0
"986",9.246170832,7,1,0,8.154668093,182.497044,4,3,4,4,4,4,5,3,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1
"987",8.294166484,12,0,0,7.775144828,242.610632,3,3,4,3,5,2,3,2,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0
"988",12.17182137,13,1,0,2.932159225,107.481989,6,5,5,3,3,5,4,7,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
"989",8.120857113,9,0,1,11.89492044,147.478341,4,3,4,3,4,4,4,4,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0
"990",11.19592754,12,0,0,8.210220142,152.47417,5,5,4,5,3,5,4,5,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1
"991",10.2831545,6,1,1,8.884543585,179.965581,5,5,3,4,3,5,5,5,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0
"992",13.7342759,14,1,0,9.705809585,152.510442,2,3,3,2,5,2,2,3,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0
"993",9.929214278,9,1,0,15.12645563,157.483594,4,5,3,4,4,3,4,3,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1
"994",11.10048066,9,2,0,9.984220981,102.474625,2,3,3,3,2,3,2,4,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
"995",5.953348075,16,0,0,3.024806192,137.483594,5,4,4,5,3,4,3,3,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1
"996",4.698609875,10,0,0,14.74280934,124.964303,4,4,4,4,3,3,4,3,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0
"997",7.495673471,10,1,0,12.16872039,200.165175,4,4,4,2,5,4,3,3,1,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1
"998",9.170210546,13,1,0,4.499945782,220.132293,3,3,5,4,4,4,2,4,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0
"999",4.307800217,12,2,2,6.57513059,242.628057,3,3,2,2,5,1,2,2,1,0,1,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1
"1000",6.969585746,13,1,1,11.76797971,192.440432,4,3,4,4,2,4,4,5,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0
"1001",7.859430948,14,1,2,13.22141934,192.456745,3,5,4,3,2,3,4,3,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0
"1002",14.16841333,15,1,0,5.252073829,265.128318,4,4,5,4,3,5,3,4,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0
"1003",11.12796555,12,2,0,18.00704355,194.974431,5,4,4,2,3,4,4,5,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0
"1004",5.371697235,13,0,0,18.29765062,139.95684,3,3,2,4,2,2,3,3,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1
"1005",11.98099579,11,2,0,5.755833887,95.019486,3,2,3,5,4,2,2,3,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
"1006",4.373591494,12,1,2,12.24494477,92.455141,4,4,4,4,2,5,4,4,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"1007",10.40233023,12,1,0,11.46566243,120.004928,5,4,5,4,2,5,5,5,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1
"1008",11.60381433,17,1,0,17.31776736,187.656013,3,3,3,5,2,5,2,5,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0
"1009",13.54754868,13,1,0,14.26734448,147.442069,3,3,4,4,3,4,4,4,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
